lemma	sentence1	sentence2	label	answer	prompt
Format	eis Zeitungen hu verschidde Formater 	dat aalt Format vu mengem externen Harddisk ass net kompatibel mat mengem neie Computer 	different	falsch	"Ass d'Bedeitung vun 'Format' an deenen zwee Sätz identesch? saz1: ""eis Zeitungen hu verschidde Formater "" saz2: ""dat aalt Format vu mengem externen Harddisk ass net kompatibel mat mengem neie Computer """
Uewen	d'Keramik gëtt am Uewe gebrannt an emailléiert 	et ass schwéier, hien hanner dem Uewen erauszelackelen 	different	falsch	"Ass d'Bedeitung vun 'Uewen' an deenen zwee Sätz identesch? saz1: ""d'Keramik gëtt am Uewe gebrannt an emailléiert "" saz2: ""et ass schwéier, hien hanner dem Uewen erauszelackelen """
Häerz	am Häerz vun der Stad steet e Schlass 	wéi de Patron de Léierbouf an de Büro geruff huet, ass deem d'Häerz an d'Schong gerëtscht 	different	falsch	"Ass d'Bedeitung vun 'Häerz' an deenen zwee Sätz identesch? saz1: ""am Häerz vun der Stad steet e Schlass "" saz2: ""wéi de Patron de Léierbouf an de Büro geruff huet, ass deem d'Häerz an d'Schong gerëtscht """
Verschäerfung	et däerf net zu enger Verschäerfung vun de sozialen Ongerechtegkeete kommen 	soll eng Verschäerfung vun de Gesetzer wierklech déi gewënschte Resultater bréngen? 	different	falsch	"Ass d'Bedeitung vun 'Verschäerfung' an deenen zwee Sätz identesch? saz1: ""et däerf net zu enger Verschäerfung vun de sozialen Ongerechtegkeete kommen "" saz2: ""soll eng Verschäerfung vun de Gesetzer wierklech déi gewënschte Resultater bréngen? """
frëschmaachen	all Dag kënnt eng Infirmière vum Fleegedéngscht bei meng Groussmamm, fir hir de Verband frëschzemaachen 	et sinn esou vill Plättercher lass, mer mussen d'Terrass virum Summer frëschmaachen 	different	falsch	"Ass d'Bedeitung vun 'frëschmaachen' an deenen zwee Sätz identesch? saz1: ""all Dag kënnt eng Infirmière vum Fleegedéngscht bei meng Groussmamm, fir hir de Verband frëschzemaachen "" saz2: ""et sinn esou vill Plättercher lass, mer mussen d'Terrass virum Summer frëschmaachen """
Viséier	de Jeeër huet duerch d'Viséier gebiicht, fir d'Réi ze geroden 	d'Police huet deen Dealer scho méi laang am Viséier 	identical	richteg	"Ass d'Bedeitung vun 'Viséier' an deenen zwee Sätz identesch? saz1: ""de Jeeër huet duerch d'Viséier gebiicht, fir d'Réi ze geroden "" saz2: ""d'Police huet deen Dealer scho méi laang am Viséier """
ukréien	mir hunn den Auto missen drécken, fir en unzekréien 	d'Kand kritt d'Luucht net un , well et net un de Knäppche reecht 	identical	richteg	"Ass d'Bedeitung vun 'ukréien' an deenen zwee Sätz identesch? saz1: ""mir hunn den Auto missen drécken, fir en unzekréien "" saz2: ""d'Kand kritt d'Luucht net un , well et net un de Knäppche reecht """
echt	ech hu fir Chrëschtdag eng echt Pärelskette geschenkt krut 	déi do ass echt ! 	different	falsch	"Ass d'Bedeitung vun 'echt' an deenen zwee Sätz identesch? saz1: ""ech hu fir Chrëschtdag eng echt Pärelskette geschenkt krut "" saz2: ""déi do ass echt ! """
wëll	d'Kanner waren haut esou wëll , ech krut se net gebändegt 	wéi hien dat héieren huet, gouf e wëll ewéi eng Spann 	different	falsch	"Ass d'Bedeitung vun 'wëll' an deenen zwee Sätz identesch? saz1: ""d'Kanner waren haut esou wëll , ech krut se net gebändegt "" saz2: ""wéi hien dat héieren huet, gouf e wëll ewéi eng Spann """
adoptéieren	d'Kommissioun huet a kierzter Zäit eng ganz Rei Amendementen adoptéiert 	well se keng Kanner ka kréien, huet d'Koppel e Weesekand adoptéiert 	different	falsch	"Ass d'Bedeitung vun 'adoptéieren' an deenen zwee Sätz identesch? saz1: ""d'Kommissioun huet a kierzter Zäit eng ganz Rei Amendementen adoptéiert "" saz2: ""well se keng Kanner ka kréien, huet d'Koppel e Weesekand adoptéiert """
Dimensioun	de Journalist huet sech fir déi politesch Dimensioun vum Problem interesséiert 	mir mussen an aneren Dimensiounen denken 	different	falsch	"Ass d'Bedeitung vun 'Dimensioun' an deenen zwee Sätz identesch? saz1: ""de Journalist huet sech fir déi politesch Dimensioun vum Problem interesséiert "" saz2: ""mir mussen an aneren Dimensiounen denken """
Kaffisläffel	Kanner sollen net méi ewéi dräi Mol am Dag e Kaffisläffel vun deem Sirop huelen 	maach nach e Kaffisläffel Moschter an d'Vinaigrette! 	identical	richteg	"Ass d'Bedeitung vun 'Kaffisläffel' an deenen zwee Sätz identesch? saz1: ""Kanner sollen net méi ewéi dräi Mol am Dag e Kaffisläffel vun deem Sirop huelen "" saz2: ""maach nach e Kaffisläffel Moschter an d'Vinaigrette! """
Wrack	dat Wrack läit zënter Joerzéngten um Fong vum Mier 	no jorelaangem Drogekonsum war mäin Exmann just nach e Wrack 	different	falsch	"Ass d'Bedeitung vun 'Wrack' an deenen zwee Sätz identesch? saz1: ""dat Wrack läit zënter Joerzéngten um Fong vum Mier "" saz2: ""no jorelaangem Drogekonsum war mäin Exmann just nach e Wrack """
oft	d'Leit wëssen oft net, u wie se sech solle wenden, wa se mat deem Problem konfrontéiert ginn 	wéi oft muss de bäilafen, ier s de bäiléiers? 	different	falsch	"Ass d'Bedeitung vun 'oft' an deenen zwee Sätz identesch? saz1: ""d'Leit wëssen oft net, u wie se sech solle wenden, wa se mat deem Problem konfrontéiert ginn "" saz2: ""wéi oft muss de bäilafen, ier s de bäiléiers? """
Onschold	de klenge Bouf huet an aller Onschold gezielt, wat wierklech geschitt war 	et soll een de Kanner esou laang ewéi méiglech hir Onschold loossen 	identical	richteg	"Ass d'Bedeitung vun 'Onschold' an deenen zwee Sätz identesch? saz1: ""de klenge Bouf huet an aller Onschold gezielt, wat wierklech geschitt war "" saz2: ""et soll een de Kanner esou laang ewéi méiglech hir Onschold loossen """
mengem	si huet op där Rees mat mengem Monni Bekanntschaft gemaach 	ech si gëschter mengem Schwoer begéint 	identical	richteg	"Ass d'Bedeitung vun 'mengem' an deenen zwee Sätz identesch? saz1: ""si huet op där Rees mat mengem Monni Bekanntschaft gemaach "" saz2: ""ech si gëschter mengem Schwoer begéint """
anzwuersch	ech muss nach anzwuersch goen 	ech hu Loscht, den Owend anzwuersch iessen ze goen 	identical	richteg	"Ass d'Bedeitung vun 'anzwuersch' an deenen zwee Sätz identesch? saz1: ""ech muss nach anzwuersch goen "" saz2: ""ech hu Loscht, den Owend anzwuersch iessen ze goen """
setzen	dee leschten Deel vum Text gëtt am fetten Drock gesat 	et gesäit een, datt dee Gedichtband op der Hand gesat gouf 	identical	richteg	"Ass d'Bedeitung vun 'setzen' an deenen zwee Sätz identesch? saz1: ""dee leschten Deel vum Text gëtt am fetten Drock gesat "" saz2: ""et gesäit een, datt dee Gedichtband op der Hand gesat gouf """
lénks	well hatt rose mat him war, huet hatt hie lénks leie gelooss 	ier een iwwer d'Strooss geet, kuckt ee fir d'éischt no lénks an dann no riets 	identical	richteg	"Ass d'Bedeitung vun 'lénks' an deenen zwee Sätz identesch? saz1: ""well hatt rose mat him war, huet hatt hie lénks leie gelooss "" saz2: ""ier een iwwer d'Strooss geet, kuckt ee fir d'éischt no lénks an dann no riets """
Unhänger	esoubal de Camion ukënnt, gëtt den Unhänger lassgekrämpt 	vun alle Parteien huet dës déi meescht Unhänger 	different	falsch	"Ass d'Bedeitung vun 'Unhänger' an deenen zwee Sätz identesch? saz1: ""esoubal de Camion ukënnt, gëtt den Unhänger lassgekrämpt "" saz2: ""vun alle Parteien huet dës déi meescht Unhänger """
Aasch	du Aasch ! 	wéi et schéngt, hunn si den Aasch voller Schold 	different	falsch	"Ass d'Bedeitung vun 'Aasch' an deenen zwee Sätz identesch? saz1: ""du Aasch ! "" saz2: ""wéi et schéngt, hunn si den Aasch voller Schold """
Verlaf	de Verlaf vun der Grenz ass ëmstridden 	op dëser Kaart gesäit een de Verlaf vun der Rennstreck 	identical	richteg	"Ass d'Bedeitung vun 'Verlaf' an deenen zwee Sätz identesch? saz1: ""de Verlaf vun der Grenz ass ëmstridden "" saz2: ""op dëser Kaart gesäit een de Verlaf vun der Rennstreck """
brëllen	d'Fannen hu gebrëllt ewéi d'Ieselen! 	dee Blesséierte brëllt vu Péng! 	identical	richteg	"Ass d'Bedeitung vun 'brëllen' an deenen zwee Sätz identesch? saz1: ""d'Fannen hu gebrëllt ewéi d'Ieselen! "" saz2: ""dee Blesséierte brëllt vu Péng! """
Kréischel	eis Nopesch, déi al Kréischel , läit éiweg op der Fënster fir ze afen! 	deng Frëndin ass eng domm Kréischel 	identical	richteg	"Ass d'Bedeitung vun 'Kréischel' an deenen zwee Sätz identesch? saz1: ""eis Nopesch, déi al Kréischel , läit éiweg op der Fënster fir ze afen! "" saz2: ""deng Frëndin ass eng domm Kréischel """
Forum	d'Radiosemissioun haut den Owend bitt all deenen e Forum , déi sech zum Theema Atomenergie wëllen äusseren 	a menger Fräizäit moderéieren ech e Forum um Internet 	identical	richteg	"Ass d'Bedeitung vun 'Forum' an deenen zwee Sätz identesch? saz1: ""d'Radiosemissioun haut den Owend bitt all deenen e Forum , déi sech zum Theema Atomenergie wëllen äusseren "" saz2: ""a menger Fräizäit moderéieren ech e Forum um Internet """
picken	meng Ae picke vu Middegkeet 	an der Spillschoul hunn ech ëmmer gär gepickt 	different	falsch	"Ass d'Bedeitung vun 'picken' an deenen zwee Sätz identesch? saz1: ""meng Ae picke vu Middegkeet "" saz2: ""an der Spillschoul hunn ech ëmmer gär gepickt """
Stëppchen	e gudde Fëscher huet Gedold a säi Stëppchen ëmmer am A 	d'Mamm huet dem Puppelchen e Stëppche géint d'Féiwer gemaach 	different	falsch	"Ass d'Bedeitung vun 'Stëppchen' an deenen zwee Sätz identesch? saz1: ""e gudde Fëscher huet Gedold a säi Stëppchen ëmmer am A "" saz2: ""d'Mamm huet dem Puppelchen e Stëppche géint d'Féiwer gemaach """
entgéintkommen	de Vendeur ass eis mat engem gudde Präis entgéintkomm 	a senger neier Propos ass d'Patronat de Gewerkschaften entgéintkomm 	identical	richteg	"Ass d'Bedeitung vun 'entgéintkommen' an deenen zwee Sätz identesch? saz1: ""de Vendeur ass eis mat engem gudde Präis entgéintkomm "" saz2: ""a senger neier Propos ass d'Patronat de Gewerkschaften entgéintkomm """
Meederchersnumm	verschidde Meederchersnimm si Blummennimm 	d'Madamm gouf ënner hirem Meederchersnumm agedroen 	different	falsch	"Ass d'Bedeitung vun 'Meederchersnumm' an deenen zwee Sätz identesch? saz1: ""verschidde Meederchersnimm si Blummennimm "" saz2: ""d'Madamm gouf ënner hirem Meederchersnumm agedroen """
Jugendherberg	mir hunn de Weekend an enger Jugendherberg geschlof 	an der Jugendherberg huet et gebrannt 	different	falsch	"Ass d'Bedeitung vun 'Jugendherberg' an deenen zwee Sätz identesch? saz1: ""mir hunn de Weekend an enger Jugendherberg geschlof "" saz2: ""an der Jugendherberg huet et gebrannt """
Klensch	säi Papp sammelt stengen a gliese Klenschen 	ech gammsen op meng frësch gezaapte Klensch (Béier) 	identical	richteg	"Ass d'Bedeitung vun 'Klensch' an deenen zwee Sätz identesch? saz1: ""säi Papp sammelt stengen a gliese Klenschen "" saz2: ""ech gammsen op meng frësch gezaapte Klensch (Béier) """
gemittlech	an dësem Café ass ëmmer eng gemittlech Stëmmung 	haut maache mir eis e gemittlechen Owend virun der Tëlee 	identical	richteg	"Ass d'Bedeitung vun 'gemittlech' an deenen zwee Sätz identesch? saz1: ""an dësem Café ass ëmmer eng gemittlech Stëmmung "" saz2: ""haut maache mir eis e gemittlechen Owend virun der Tëlee """
dës	dës Biller huet meng Frëndin gemoolt 	vun alle Stied an Europa sinn dës déi interessantst 	different	falsch	"Ass d'Bedeitung vun 'dës' an deenen zwee Sätz identesch? saz1: ""dës Biller huet meng Frëndin gemoolt "" saz2: ""vun alle Stied an Europa sinn dës déi interessantst """
hannerzeg	ech fueren ëmmer hannerzeg mam Auto an d'Garage eran 	als Kanner ware mir versiess drop, witzeg Filmzeenen hannerzeg ze kucken 	different	falsch	"Ass d'Bedeitung vun 'hannerzeg' an deenen zwee Sätz identesch? saz1: ""ech fueren ëmmer hannerzeg mam Auto an d'Garage eran "" saz2: ""als Kanner ware mir versiess drop, witzeg Filmzeenen hannerzeg ze kucken """
Belag	de Belag vu menge Bremse muss onbedéngt ersat ginn 	duerch e spezielle Belag op den Autobunne sollen d'Autoe manner Kaméidi maachen 	identical	richteg	"Ass d'Bedeitung vun 'Belag' an deenen zwee Sätz identesch? saz1: ""de Belag vu menge Bremse muss onbedéngt ersat ginn "" saz2: ""duerch e spezielle Belag op den Autobunne sollen d'Autoe manner Kaméidi maachen """
ausstafféieren	d'Koppel huet hiert Schlofzëmmer am moderne Stil ausstafféiert 	fir an de Wantersport musse mer eis nach uerdentlech ausstafféieren 	different	falsch	"Ass d'Bedeitung vun 'ausstafféieren' an deenen zwee Sätz identesch? saz1: ""d'Koppel huet hiert Schlofzëmmer am moderne Stil ausstafféiert "" saz2: ""fir an de Wantersport musse mer eis nach uerdentlech ausstafféieren """
bäi	elo si mer vir bäi an hanne widder! 	fuer net nach weider no hannen, du bass scho bal bäi ! 	identical	richteg	"Ass d'Bedeitung vun 'bäi' an deenen zwee Sätz identesch? saz1: ""elo si mer vir bäi an hanne widder! "" saz2: ""fuer net nach weider no hannen, du bass scho bal bäi ! """
Eisebunn	ier d'Eisebunn erfonnt gouf, sinn d'Leit mat der Kutsch gefuer 	déi zwou Eisebunnen hunn sech am Giddertransport zesummegedoen 	different	falsch	"Ass d'Bedeitung vun 'Eisebunn' an deenen zwee Sätz identesch? saz1: ""ier d'Eisebunn erfonnt gouf, sinn d'Leit mat der Kutsch gefuer "" saz2: ""déi zwou Eisebunnen hunn sech am Giddertransport zesummegedoen """
passiv	an där Affär hate mer ze vill eng passiv Haltung 	d'Kanner fëmme passiv mat, wann d'Elteren doheem fëmmen 	identical	richteg	"Ass d'Bedeitung vun 'passiv' an deenen zwee Sätz identesch? saz1: ""an där Affär hate mer ze vill eng passiv Haltung "" saz2: ""d'Kanner fëmme passiv mat, wann d'Elteren doheem fëmmen """
inhaléieren	ee vun de Pompjeeë koum an d'Klinick, well e gëfteg Dämp inhaléiert hat 	wéinst menger Sinusite muss ech reegelméisseg inhaléieren 	different	falsch	"Ass d'Bedeitung vun 'inhaléieren' an deenen zwee Sätz identesch? saz1: ""ee vun de Pompjeeë koum an d'Klinick, well e gëfteg Dämp inhaléiert hat "" saz2: ""wéinst menger Sinusite muss ech reegelméisseg inhaléieren """
klibberen	an der Karwoch ginn d'Kanner klibberen 	klibber mech! 	different	falsch	"Ass d'Bedeitung vun 'klibberen' an deenen zwee Sätz identesch? saz1: ""an der Karwoch ginn d'Kanner klibberen "" saz2: ""klibber mech! """
futtimaachen	hie mécht sech op der Aarbecht futti 	d'Supermarchéen hunn déi kleng Epicerië futtigemaach 	different	falsch	"Ass d'Bedeitung vun 'futtimaachen' an deenen zwee Sätz identesch? saz1: ""hie mécht sech op der Aarbecht futti "" saz2: ""d'Supermarchéen hunn déi kleng Epicerië futtigemaach """
Stol	de Stol aus eisem Land ass op der ganzer Welt eng Referenz 	beim Baue vun der Bréck si verschidden Zorte Stol geholl ginn 	identical	richteg	"Ass d'Bedeitung vun 'Stol' an deenen zwee Sätz identesch? saz1: ""de Stol aus eisem Land ass op der ganzer Welt eng Referenz "" saz2: ""beim Baue vun der Bréck si verschidden Zorte Stol geholl ginn """
Geschäers	duerch den Hénger hiert d'Geschäers ass d'Gras op Plaze futti 	wat féiers du fir e Geschäers op, bleif emol roueg sëtzen! 	identical	richteg	"Ass d'Bedeitung vun 'Geschäers' an deenen zwee Sätz identesch? saz1: ""duerch den Hénger hiert d'Geschäers ass d'Gras op Plaze futti "" saz2: ""wat féiers du fir e Geschäers op, bleif emol roueg sëtzen! """
schützen	dat neit Gesetz schützt de Konsument besser 	an der Zäit hunn déck Festungsmaueren d'Stied geschützt 	identical	richteg	"Ass d'Bedeitung vun 'schützen' an deenen zwee Sätz identesch? saz1: ""dat neit Gesetz schützt de Konsument besser "" saz2: ""an der Zäit hunn déck Festungsmaueren d'Stied geschützt """
Schéier	d'Schéier tëschent Norden an Süde gouf ëmmer méi grouss 	dës Schéier ass gutt, fir graffe Stoft ze schneiden 	identical	richteg	"Ass d'Bedeitung vun 'Schéier' an deenen zwee Sätz identesch? saz1: ""d'Schéier tëschent Norden an Süde gouf ëmmer méi grouss "" saz2: ""dës Schéier ass gutt, fir graffe Stoft ze schneiden """
Härenekipp	eis Härenekipp huet sech fir d'Finall vum Tournoi qualifizéiert 	eis Härenekipp huet dës Saison net gutt gespillt 	different	falsch	"Ass d'Bedeitung vun 'Härenekipp' an deenen zwee Sätz identesch? saz1: ""eis Härenekipp huet sech fir d'Finall vum Tournoi qualifizéiert "" saz2: ""eis Härenekipp huet dës Saison net gutt gespillt """
Bonjour	de Bäcker huet mech de Moie mat engem frëndleche Bonjour begréisst 	deen Exame war einfach ewéi Bonjour ! 	identical	richteg	"Ass d'Bedeitung vun 'Bonjour' an deenen zwee Sätz identesch? saz1: ""de Bäcker huet mech de Moie mat engem frëndleche Bonjour begréisst "" saz2: ""deen Exame war einfach ewéi Bonjour ! """
zécken	zéck net, fir dech ze verteidegen, wann een dech ugräift! 	fir eis Feier zécke mer tëschent zwee Datumen 	different	falsch	"Ass d'Bedeitung vun 'zécken' an deenen zwee Sätz identesch? saz1: ""zéck net, fir dech ze verteidegen, wann een dech ugräift! "" saz2: ""fir eis Feier zécke mer tëschent zwee Datumen """
Toupet	et huet nach ni ee gemierkt, datt hien en Toupet um Kapp huet 	wat huet dee Borscht en Toupet ! 	different	falsch	"Ass d'Bedeitung vun 'Toupet' an deenen zwee Sätz identesch? saz1: ""et huet nach ni ee gemierkt, datt hien en Toupet um Kapp huet "" saz2: ""wat huet dee Borscht en Toupet ! """
ausstellen	den Employé krut e Krankeschäi vu senger Doktesch ausgestallt 	wat fir eng Administratioun stellt déi Geneemegungen aus ? 	identical	richteg	"Ass d'Bedeitung vun 'ausstellen' an deenen zwee Sätz identesch? saz1: ""den Employé krut e Krankeschäi vu senger Doktesch ausgestallt "" saz2: ""wat fir eng Administratioun stellt déi Geneemegungen aus ? """
ok	ech fannen d'Opléisung vun de Fotoe ganz ok 	du wierks ganz aarmséileg, ass alles ok ? 	identical	richteg	"Ass d'Bedeitung vun 'ok' an deenen zwee Sätz identesch? saz1: ""ech fannen d'Opléisung vun de Fotoe ganz ok "" saz2: ""du wierks ganz aarmséileg, ass alles ok ? """
onglécklech	du hues der en onglécklechen Ament erausgesicht, fir bei eis ze kommen 	deng Feier fält onglécklech , well mir deen Dag am Ausland sinn 	identical	richteg	"Ass d'Bedeitung vun 'onglécklech' an deenen zwee Sätz identesch? saz1: ""du hues der en onglécklechen Ament erausgesicht, fir bei eis ze kommen "" saz2: ""deng Feier fält onglécklech , well mir deen Dag am Ausland sinn """
